"題名","creator","日期","類型","來源","識別碼","來源網址","語言","資料類型","描述","主題","年代範圍","地理範圍","翻譯者","關聯","出版者","貢獻者","取得日期","授權狀態","授權備註","收錄狀態","備註"
"專賣局檔案—鴉片專賣","臺灣總督府專賣局","1897-1945","官方檔案文書","國史館臺灣文獻館","TAIYU-SEMBAI-AHEN","https://onlinearchives.th.gov.tw/","ja","文字","日治時期鴉片專賣制度之相關公文與統計，含鴉片進口、製造、特許販賣、癮者管理等，為日治最有爭議之專賣政策","鴉片;專賣;日治;阿片;特許","日治時期（1897–1945）","全臺灣","–","臺灣總督府公文類纂—專賣篇","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","鴉片專賣為日治前期最大宗財政收入來源"
"臺灣拓殖株式會社檔案","臺灣拓殖株式會社","1936-1945","官方檔案文書","國史館臺灣文獻館","TAITAKU-FILE","https://onlinearchives.th.gov.tw/","ja","文字","日本國策公司「臺灣拓殖株式會社」（臺拓）之公文書與業務記錄，含南洋拓殖、農業開發、移民事業等","臺拓;拓殖;日治;國策會社;南洋","日治時期（1936–1945）","全臺灣;南洋","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","臺拓為日本南進政策之執行機關"
"臺灣鐵道部檔案","臺灣總督府交通局鐵道部","1899-1945","官方檔案文書","國史館臺灣文獻館","TAIYU-TETSUDOBU","https://onlinearchives.th.gov.tw/","ja","文字","臺灣總督府鐵道部之公文檔案，含縱貫鐵路建設、鐵路經營、貨運、沿線土地開發等","鐵道;日治;交通;鐵路;總督府","日治時期（1899–1945）","全臺灣","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治鐵道為臺灣現代化交通之開端"
"臺灣總督府警察沿革誌","臺灣總督府警務局","1933-1939","官方檔案文書","國立臺灣圖書館（原件）","TAIYU-KEISATSU","–","ja","文字","臺灣總督府警務局編纂之警察制度史，凡4卷，為日治時期臺灣警察制度、保甲、思想取締、霧社事件等之官方權威記錄","警察;沿革誌;日治;警務局;保甲","日治時期（1895–1930年代）","全臺灣","–","臺灣總督府公文類纂—警務篇","–","–","2026-07-30","UNCLEAR","紙本國臺圖藏","僅收錄 metadata","日治警察史之百科全書"
"臺灣總督府殖產局林業檔案","臺灣總督府殖產局林務課","1910-1945","官方檔案文書","國史館臺灣文獻館","TAIYU-RINGYO","https://onlinearchives.th.gov.tw/","ja","文字","日治時期臺灣林業政策與經營之公文書，含森林調查、林產物處分、國有林野整理、林業試驗等","林業;日治;總督府;殖產局;森林","日治時期（1910–1945）","全臺灣","–","臺灣總督府公文類纂—殖產篇","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治林業檔案記錄了臺灣山林資源大規模開發"
"霧社事件相關檔案","臺灣總督府警務局／軍方","1930-1931","官方檔案文書","國史館臺灣文獻館／中研院臺史所","MUSHA-INCIDENT-FILE","–","ja","文字","霧社事件（1930年）發生前後之官方檔案，含霧社地區原住民管理、事件經過、討伐作戰、善後與遷村等公文","霧社事件;原住民;日治;警務;討伐","日治時期（1930–1931）","霧社（南投）","–","臺灣總督府公文類纂—警務篇","–","–","2026-07-30","UNCLEAR","檔案分散各機構","僅收錄 metadata","霧社事件為日治時期最大原住民武裝抗爭"
"皇民化運動相關檔案","臺灣總督府文教局／警務局","1937-1945","官方檔案文書","國史館臺灣文獻館","KOMINKA-FILE","https://onlinearchives.th.gov.tw/","ja","文字","日治末期皇民化運動之官方檔案，含國語（日語）普及、改姓名、神社參拜、志願兵制度、戰時動員等","皇民化;日治;國語;改姓名;志願兵","日治時期（1937–1945）","全臺灣","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","皇民化為日治末期最強烈之同化政策"
"保甲制度檔案","臺灣總督府警務局","1898-1945","官方檔案文書","國史館臺灣文獻館","HOCHI-SEIDO-FILE","https://onlinearchives.th.gov.tw/","ja","文字","日治時期保甲制度之相關公文，含保甲條例、保甲編成、保甲經費、保甲聯合會、壯丁團等","保甲;日治;警察;基層行政;壯丁團","日治時期（1898–1945）","全臺灣","–","臺灣總督府警察沿革誌","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","保甲為日治臺灣最基層之統治工具"
"臺灣總督府中央研究所檔案","臺灣總督府中央研究所","1909-1945","官方檔案文書","國史館臺灣文獻館","TAIYU-CHUKEN","https://onlinearchives.th.gov.tw/","ja","文字","臺灣總督府中央研究所（後改為臺北帝國大學理農學部）之研究報告與公文，含農業改良、化學工業、熱帶醫學等研究","中央研究所;日治;總督府;農業;研究","日治時期（1909–1945）","全臺灣","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","中央研究所為日治時期臺灣最高研究機構"
"臺灣總督府臨時臺灣舊慣調查會報告","臨時臺灣舊慣調查會（岡松參太郎等）","1901-1919","官方檔案文書","國立臺灣圖書館（原件）","TAIYU-KYUCHU","–","ja","文字","臨時臺灣舊慣調查會之調查報告，含臺灣私法、清國行政法、番族慣習調查等，為臺灣傳統社會法律制度最系統之調查報告","舊慣調查;日治;法律;慣習;臺灣私法","日治時期（1901–1919）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","原刊國臺圖藏","僅收錄 metadata","舊慣調查為日治臺灣學術研究之最重要成果"
"臺灣社會運動與文化協會檔案","臺灣總督府警務局／臺灣文化協會","1921-1937","官方檔案文書","中研院臺史所／國史館臺灣文獻館","TW-CULTURE-ASSOC-FILE","https://tais.ith.sinica.edu.tw/","ja;zh","文字","1920–1930年代臺灣文化協會、議會請願運動、農民組合、工友總聯盟等社會運動相關之警務監控檔案、組織文書與人物書信","文化協會;社會運動;日治;警務;抗日","日治時期（1921–1937）","全臺灣","–","–","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","臺史所檔案館查詢","僅收錄 metadata","臺灣文化協會為日治時期最重要的政治文化運動"
"臺灣總督府土地調查檔案","臺灣總督府臨時土地調查局","1898-1905","官方檔案文書","國史館臺灣文獻館","TAIYU-TOCHI-CHOSA","https://onlinearchives.th.gov.tw/","ja","文字","日治初期土地調查之公文與測量記錄，為日治統治基礎工程，確立了近代土地所有權制度","土地調查;日治;總督府;地籍;測量","日治時期（1898–1905）","全臺灣","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","土地調查為日治統治之基礎工程"
"在臺日本人事業與移民檔案","臺灣總督府殖產局／內務局","1895-1945","官方檔案文書","國史館臺灣文獻館／中研院臺史所","NICHIJIN-IMIN-FILE","https://tais.ith.sinica.edu.tw/","ja","文字","日治時期在臺日本人之事業活動、移民政策、內地人（日本人）優遇制度等相關公文","日本人;移民;殖民;日治;在臺日人","日治時期（1895–1945）","全臺灣","–","–","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","臺史所查詢","僅收錄 metadata","在臺日人人口最高達約35萬人"
"戰時體制與徵兵相關檔案（1937–1945）","臺灣總督府軍務部／警務局","1937-1945","官方檔案文書","國史館臺灣文獻館","SENJI-TAIWAN-FILE","https://onlinearchives.th.gov.tw/","ja","文字","1937年中日戰爭全面爆發至1945年日本戰敗期間臺灣之戰時統制相關公文，含徵兵制、物資動員、防空、軍事設施等","戰時;徵兵;日治;軍事;防空","日治時期（1937–1945）","全臺灣","–","皇民化運動相關檔案","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","戰時體制為日治末期臺灣社會之全面改造"
"臺灣總督府傳染病防治檔案","臺灣總督府警務局衛生課","1896-1945","官方檔案文書","國史館臺灣文獻館","TAIYU-ESEKI","https://onlinearchives.th.gov.tw/","ja","文字","日治時期鼠疫、霍亂、瘧疾、天花等傳染病防治相關公文，含檢疫、隔離、預防注射、衛生改善等公共衛生措施","傳染病;衛生;日治;檢疫;公共衛生","日治時期（1896–1945）","全臺灣","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治公共衛生成就為殖民統治的重要正當性論述"
"臺灣堡圖","臺灣總督府臨時土地調查局","1904","方志與輿圖","國立臺灣圖書館／中研院GIS","TW-BAO-MAP-1904","http://gissrv5.sinica.edu.tw/","ja;zh","地圖","臺灣總督府土地調查成果之一，以1904年為基準之全臺行政區界、聚落、土地利用、交通網之精確地圖，為日治時期最重要之基礎地圖","堡圖;地圖;日治;土地調查;GIS","日治時期（1904）","全臺灣","–","臺灣總督府土地調查檔案","–","中研院（GIS數位化）","2026-07-30","UNCLEAR","中研院GIS公開查詢","已收錄 metadata","臺灣堡圖為臺灣史上最重要之地圖"
"臺灣地形圖（五萬分一）","臺灣總督府陸地測量部","1921-1928","方志與輿圖","中研院GIS／國立臺灣圖書館","TW-TOPO-MAP-1920","http://gissrv5.sinica.edu.tw/","ja","地圖","日治時期臺灣總督府陸地測量部測繪之五萬分一地形圖，為臺灣第一套現代化地形圖，含等高線、聚落、交通、地貌","地形圖;日治;陸地測量部;五萬分一;GIS","日治時期（1921–1928）","全臺灣","–","臺灣堡圖","–","中研院（GIS數位化）","2026-07-30","UNCLEAR","中研院GIS公開查詢","僅收錄 metadata","日治地形圖為臺灣地理研究之基礎資料"
"臺灣行政區域圖（歷次改正）","臺灣總督府內務局","1901-1945","方志與輿圖","國立臺灣圖書館","TW-ADMIN-MAP-SERIES","–","ja","地圖","日治時期各階段行政區劃改正之地圖（1901年20廳、1920年5州2廳、1945年等），反映統治制度之空間佈局","行政區劃;地圖;日治;州廳;改正","日治時期（1901–1945）","全臺灣","–","臺灣堡圖","–","國立臺灣圖書館","2026-07-30","UNCLEAR","數位版有限","僅收錄 metadata","日治行政區劃為戰後臺灣行政區之基礎"
"臺灣都市計畫圖","臺灣總督府內務局土木課","1900-1945","方志與輿圖","國立臺灣圖書館","TW-URBAN-PLAN-MAP","–","ja","地圖","日治時期各主要都市（臺北、臺中、臺南、高雄、基隆等）之都市計畫圖，含道路網、公園、下水道、市區改正等","都市計畫;日治;市區改正;地圖;都市","日治時期（1900–1945）","臺北;臺中;臺南;高雄;基隆","–","–","–","國立臺灣圖書館","2026-07-30","UNCLEAR","數位版有限","僅收錄 metadata","日治都市計畫奠定了現代臺灣都市之基本格局"
"臺灣鐵道線路圖（日治時期）","臺灣總督府鐵道部","1908-1945","方志與輿圖","國立臺灣圖書館","TW-RAILWAY-MAP-JP","–","ja","地圖","日治時期臺灣鐵道（官設鐵道、私設鐵道、輕便鐵道、森林鐵道、糖業鐵道）之完整路線圖","鐵道;地圖;日治;輕便鐵道;糖鐵","日治時期（1908–1945）","全臺灣","–","臺灣鐵道部檔案","–","國立臺灣圖書館","2026-07-30","UNCLEAR","數位版有限","僅收錄 metadata","日治臺灣鐵道密度居亞洲之冠"
"臺灣地籍圖（日治時期）","臺灣總督府臨時土地調查局","1900-1910","方志與輿圖","國史館臺灣文獻館","TW-CADASTRAL-MAP-JP","–","ja","地圖","日治初期土地調查後繪製之地籍圖，為臺灣第一套近代化地籍測量成果，為土地所有權之法律依據","地籍;日治;土地調查;地圖;測量","日治時期（1900–1910）","全臺灣","–","臺灣總督府土地調查檔案","–","國史館臺灣文獻館","2026-07-30","UNCLEAR","國史館保有原件","僅收錄 metadata","地籍圖為臺灣土地制度近代化之基礎"
"臺灣審圖（原住民分布圖）","臺灣總督府警務局理蕃課","1910-1945","方志與輿圖","中研院臺史所","TW-ABORIGINAL-MAP-JP","–","ja","地圖","日治時期繪製之臺灣原住民族分布圖與理蕃地圖，含各社位置、隘勇線、道路、警察駐在所等","原住民;地圖;日治;理蕃;隘勇線","日治時期（1910–1945）","臺灣山地","–","霧社事件相關檔案","–","中研院臺史所","2026-07-30","UNCLEAR","地圖分散各機構","僅收錄 metadata","理蕃地圖為原住民空間史之關鍵資料"
"臺灣森林圖","臺灣總督府殖產局林務課","1920-1945","方志與輿圖","國立臺灣圖書館","TW-FOREST-MAP-JP","–","ja","地圖","日治時期臺灣森林分布圖、林班圖與國有林野整理圖，為臺灣山林資源之系統測繪成果","森林;地圖;日治;林業;林班","日治時期（1920–1945）","全臺灣山區","–","臺灣總督府殖產局林業檔案","–","國立臺灣圖書館","2026-07-30","UNCLEAR","數位版有限","僅收錄 metadata","日治森林圖為臺灣土地利用變遷之關鍵證據"
"臺灣地質圖（日治時期）","臺灣總督府殖產局","1910-1945","方志與輿圖","國立臺灣圖書館","TW-GEOLOGY-MAP-JP","–","ja","地圖","日治時期臺灣地質調查所繪製之地質圖，含出磺坑油田、金瓜石金礦、煤田等礦產地質圖","地質;地圖;日治;礦產;油田","日治時期（1910–1945）","全臺灣","–","臺灣總督府中央研究所檔案","–","國立臺灣圖書館","2026-07-30","UNCLEAR","數位版有限","僅收錄 metadata","日治地質調查為臺灣礦業開發之基礎"
"臺灣地名辭書","臺灣總督府／臺灣地理學會","1900-1945","方志與輿圖","國立臺灣圖書館","TW-PLACE-NAME-JP","–","ja","文字","日治時期編纂之臺灣地名資料彙編，含街庄名、舊地名、原住民社名之起源、沿革與分類","地名;日治;辭書;街庄;地理","日治時期（1900–1945）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","臺灣地名研究之基礎文獻","僅收錄 metadata","日治地名調查為戰後地名研究之基礎"
"臺灣寫真帖（總督府官方編纂）","臺灣總督府","1908-1943","方志與輿圖","國立臺灣圖書館（數位典藏）","TW-PHOTO-ALBUM-GOV","https://tsdl.ntl.edu.tw/","ja","圖檔;文字","臺灣總督府官方編纂之《臺灣寫真帖》，定期出版，以照片記錄日治時期臺灣之都市建設、產業、風俗、原住民等","寫真帖;日治;總督府;照片;紀錄","日治時期（1908–1943）","全臺灣","–","–","–","國立臺灣圖書館（數位典藏）","2026-07-30","UNCLEAR","國臺圖TSDL公開瀏覽","已收錄 metadata","總督府官方寫真為視覺史料之最重要來源"
"臺灣日日新報","臺灣日日新報社","1898-1944","報刊與雜誌","國立臺灣圖書館／漢珍數位","TW-DAILY-NEWS","https://tsdl.ntl.edu.tw/","ja;zh","文字","日治時期臺灣發行量最大、刊行最久之官方色彩報紙，1898年創刊至1944年，為日治時期最重要之新聞來源","新聞;日治;日日新報;臺灣;報紙","日治時期（1898–1944）","全臺灣","–","–","–","國立臺灣圖書館（數位典藏）","2026-07-30","UNCLEAR","需授權查詢","已收錄 metadata","日治時期新聞史料之最核心來源"
"臺灣民報／臺灣新民報","臺灣民報社／臺灣新民報社","1923-1941","報刊與雜誌","國立臺灣圖書館／中研院臺史所","TW-MINBAO-SHINMIN","https://tais.ith.sinica.edu.tw/","zh;ja","文字","臺灣人自辦之政治社會報紙，為日治中期民族運動之喉舌，1923年創刊（東京），後移至臺灣發行，1937年中日戰爭後被迫廢刊","民報;新民報;日治;民族運動;抗日","日治時期（1923–1941）","全臺灣","–","臺灣社會運動與文化協會檔案","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","臺史所全文公開","已收錄 metadata","臺灣人唯一之政治報紙"
"臺南新報","臺南新報社","1903-1944","報刊與雜誌","國立臺灣歷史博物館（數位化）","TAINAN-SHINPO","https://taiwanindex.nmth.gov.tw/","ja;zh","文字","日治時期南部臺灣最大報紙，1903年由《臺灣日日新報》系分出，為南臺灣地方新聞之最重要來源","臺南;新聞;日治;報紙;南部","日治時期（1903–1944）","臺南;高雄;屏東;澎湖","–","臺灣日日新報","–","國立臺灣歷史博物館（數位化）","2026-07-30","UNCLEAR","臺史博數位公開","已收錄 metadata","南部臺灣之地方報代表"
"臺灣教育會雜誌／臺灣教育","臺灣教育會","1901-1945","報刊與雜誌","國立臺灣圖書館","TW-EDUCATION-JOURNAL","https://tsdl.ntl.edu.tw/","ja","文字","臺灣教育會發行之教育專業期刊，為日治時期臺灣教育政策、學校管理、教學方法之官方機關誌","教育;日治;雜誌;學校;教科書","日治時期（1901–1945）","全臺灣","–","臺灣總督府公文類纂—教育篇","–","國立臺灣圖書館（數位典藏）","2026-07-30","UNCLEAR","國臺圖TSDL公開","已收錄 metadata","日治臺灣教育研究之主要文獻來源"
"臺灣文藝／臺灣文學","臺灣文藝聯盟／啟文社","1934-1945","報刊與雜誌","國立臺灣圖書館","TW-BUNGEI","–","ja;zh","文字","日治時期臺灣文學雜誌，含《臺灣文藝》（1934）、《臺灣文學》（1941）等，為日治臺灣文學創作與批評之主要園地","文學;日治;文藝;小說;詩","日治時期（1934–1945）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","國臺圖有典藏","僅收錄 metadata","日治臺灣文學之核心刊物"
"臺灣青年／臺灣／臺灣民報系列","臺灣青年雜誌社／臺灣雜誌社","1920-1924","報刊與雜誌","中研院臺史所（數位化）","TW-SEINEN-MINPO","https://tais.ith.sinica.edu.tw/","zh;ja","文字","留日臺灣學生創辦之雜誌系列（《臺灣青年》1920→《臺灣》1922→《臺灣民報》1923），為臺灣民族運動之思想啟蒙輿論平臺","臺灣青年;留日;民族運動;啟蒙;雜誌","日治時期（1920–1924）","全臺灣;東京","–","臺灣民報／臺灣新民報","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","臺史所全文公開","已收錄 metadata","臺灣新文化運動之先聲"
"臺灣時報","臺灣時報社（東洋協會臺灣支部）","1909-1945","報刊與雜誌","國立臺灣圖書館","TW-JIHO","https://tsdl.ntl.edu.tw/","ja","文字","東洋協會臺灣支部發行之綜合雜誌，為總督府之半官方言論機關，刊載臺灣政治、經濟、產業、文化之權威報導","時報;日治;總督府;綜合;雜誌","日治時期（1909–1945）","全臺灣","–","–","–","國立臺灣圖書館（數位典藏）","2026-07-30","UNCLEAR","國臺圖TSDL公開","已收錄 metadata","日治時期總督府視角之綜合雜誌"
"臺灣醫學會雜誌","臺灣醫學會","1902-1945","報刊與雜誌","國立臺灣大學圖書館（數位化）","JOURNAL-MEDICAL-ASSOC-TW","–","ja;en;de","文字","臺灣醫學會發行之學術期刊，為日治時期臺灣醫學研究之最重要學術刊物，刊載熱帶醫學、公共衛生等尖端研究","醫學;日治;學術;雜誌;熱帶醫學","日治時期（1902–1945）","全臺灣","–","–","–","國立臺灣大學圖書館","2026-07-30","UNCLEAR","學術期刊需購閱","僅收錄 metadata","日治臺灣醫學研究之最高學術水準"
"臺灣產業雜誌／臺灣之產業組合","產業組合協會","1910-1945","報刊與雜誌","國立臺灣圖書館","TW-SANGYO-ZASSHI","–","ja","文字","日治時期臺灣產業經濟相關雜誌，刊載農業、工業、商業、金融、合作組合等經濟報導與統計","產業;經濟;日治;雜誌;統計","日治時期（1910–1945）","全臺灣","–","–","–","國立臺灣圖書館","2026-07-30","UNCLEAR","國臺圖有典藏","僅收錄 metadata","日治產業經濟報導之主要刊物"
"南方資料（國臺圖）","臺灣總督府外事部／南方協會","1935-1945","報刊與雜誌","國立臺灣圖書館（TSDL）","NANPO-SHIRYO","https://tsdl.ntl.edu.tw/","ja;en","文字","日治晚期蒐集之南洋（東南亞）相關資料，含調查報告、統計、地圖、寫真等，為日本南進政策之智庫文獻","南方;南洋;日治;南進;調查","日治時期（1935–1945）","臺灣;南洋","–","–","–","國立臺灣圖書館（數位典藏）","2026-07-30","UNCLEAR","國臺圖公開查詢","僅收錄 metadata","南方資料為日本南進政策之知識庫"
"臺灣慣習記事","臺灣慣習研究會","1901-1907","報刊與雜誌","國立臺灣圖書館（原件）","TW-KANSHU-KIJI","–","ja","文字","日治初期臺灣慣習研究會發行之期刊，為最早對臺灣傳統社會慣習進行系統調查與記錄之學術刊物","慣習;日治;研究;風俗;人類學","日治時期（1901–1907）","全臺灣","–","臺灣總督府臨時臺灣舊慣調查會報告","–","–","2026-07-30","UNCLEAR","原件國臺圖藏","僅收錄 metadata","日治初期臺灣慣習記錄之珍貴文獻"
"林獻堂《灌園先生日記》","林獻堂","1906-1955","人物傳記與家族史料","中研院臺史所（數位典藏）","LINSIANTANG-DIARY","https://tais.ith.sinica.edu.tw/","zh;ja","文字","林獻堂（臺灣民族運動領袖）長達近50年之日記，為日治時期臺灣政治社會史之最珍貴個人史料，橫跨日治至戰後","林獻堂;日記;日治;民族運動;霧峰林家","日治時期（1906–1945）","全臺灣;日本","–","–","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","臺史所日記知識庫公開","已收錄 metadata","林獻堂日記為臺灣史上最重要的個人日記"
"黃旺成日記","黃旺成","1912-1973","人物傳記與家族史料","中研院臺史所（數位典藏）","HUANGWANGCHENG-DIARY","https://tais.ith.sinica.edu.tw/","zh;ja","文字","臺灣知識分子黃旺成長達60年之日記，為日治至戰後臺灣社會變遷之第一手庶民視角史料","黃旺成;日記;日治;知識分子;新竹","日治時期（1912–1945）","新竹;全臺灣","–","–","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","臺史所日記知識庫公開","已收錄 metadata","黃旺成日記為最長之連續臺灣人日記之一"
"吳新榮日記","吳新榮","1933-1967","人物傳記與家族史料","中研院臺史所（數位典藏）","WUXINRONG-DIARY","https://tais.ith.sinica.edu.tw/","zh;ja","文字","臺南佳里醫生吳新榮之日記，為日治時期臺灣醫生知識分子日常生活、政治活動、文學創作之珍貴記錄","吳新榮;日記;日治;醫生;佳里","日治時期（1933–1945）","臺南;佳里;全臺灣","–","–","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","臺史所日記知識庫公開","已收錄 metadata","臺灣醫生知識分子代表人物"
"臺灣總督府職員錄","臺灣總督府","1896-1944","人物傳記與家族史料","中研院臺史所（數位化）","TAIYU-SHOKUINROKU","https://who.ith.sinica.edu.tw/","ja","文字","日治時期臺灣總督府歷年職員名錄全文資料庫，約95萬筆，為日治人物研究之最基本工具","職員錄;日治;總督府;人物;官員","日治時期（1896–1944）","全臺灣","–","–","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","中研院線上公開查詢","已收錄 metadata","日治人物研究之百科全書"
