"題名","creator","日期","類型","來源","識別碼","來源網址","語言","資料類型","描述","主題","年代範圍","地理範圍","翻譯者","關聯","出版者","貢獻者","取得日期","授權狀態","授權備註","收錄狀態","備註"
"華夷變態—臺灣鄭氏相關卷","林春勝、林信篤（編）","1644-1720","官方檔案文書","國立臺灣大學圖書館（日文原版）","KA-I-HENTAI-ZHENG","–","ja","文字","日本長崎唐通事蒐集中國情報彙編《華夷變態》中與臺灣鄭氏相關之卷冊，含1661年鄭成功攻臺傳入長崎之第一時間消息","華夷變態;唐通事;鄭成功;明鄭;日本情報","明鄭時期（1661–1683）","福建;臺灣;長崎","–","–","日本內閣文庫（抄本典藏）","–","2026-07-30","UNCLEAR","日文原版國圖有藏，中譯散見學術論文","僅收錄 metadata","為外國情報系統中最早的鄭成功攻臺記錄"
"鄭成功致荷蘭人書信（英文譯本）","鄭成功","1661-04","官方檔案文書","荷蘭海牙中央檔案館／C.E.S. 《被遺誤的台灣》","KOXINGA-LETTER-ZLD","–","en","文字","鄭成功於1661年4月渡海前後致荷蘭長官揆一之書信，要求投降讓出熱蘭遮城，收錄於《被遺誤的台灣》附錄","鄭成功;揆一;書信;熱蘭遮城","明鄭時期（1661–1683）","大員;金門","–","被遺誤的台灣（'t Verwaerloosde Formosa）","–","–","2026-07-30","UNCLEAR","原件藏荷蘭，中譯散見","僅收錄 metadata","鄭荷之間最後通牒原始文件"
"海外發現的鄭成功文物與文書研究","翁佳音、陳宗仁等","1990-2020","官方檔案文書","中研院臺史所等","ZHENG-WENWU-OVERSEAS","–","zh;en","文字","日本、歐洲等地陸續發現之鄭成功相關文物與文書研究，含荷蘭海牙檔案館、日本宮城縣等新發現史料","鄭成功;海外史料;文物;新發現","明鄭時期（1661–1683）","全臺灣;日本;荷蘭","–","–","–","中研院臺灣史研究所","2026-07-30","UNCLEAR","學術論文散見","僅收錄 metadata","海外新發現史料補中文文獻之不足"
"THDL—姚啟聖題報攻臺機宜疏","姚啟聖","1681-1683","官方檔案文書","臺灣歷史數位圖書館（THDL）","THDL-MQ-1681-YQS","http://thdl.ntu.edu.tw/","zh","文字","福建總督姚啟聖題報籌畫攻取臺灣之機宜方略奏疏，詳陳戰備、招撫與善後策略，為清廷決策攻臺之關鍵文書","姚啟聖;攻臺;籌畫;清鄭戰爭","明鄭時期（1661–1683）","福建;臺灣","–","明清臺灣行政檔案（THDL 文獻集）","–","國立臺灣大學數位人文研究中心（全文數位化）","2026-07-30","UNCLEAR","THDL免登入全文檢索","已收錄 metadata","姚啟聖為施琅之外另一攻臺關鍵人物"
"THDL—明珠等奏與鄭經和談始末疏","明珠等","1669-1670","官方檔案文書","臺灣歷史數位圖書館（THDL）","THDL-MQ-1669-MZ","http://thdl.ntu.edu.tw/","zh","文字","康熙朝大學士明珠等奏報清廷與鄭經和談交涉全過程，含雙方條件與破裂原因，為清鄭外交最重要紀錄","明珠;鄭經;和談;清鄭外交","明鄭時期（1661–1683）","福建;京師;臺灣","–","明清臺灣行政檔案（THDL 文獻集）","–","國立臺灣大學數位人文研究中心（全文數位化）","2026-07-30","UNCLEAR","THDL免登入全文檢索","已收錄 metadata","清鄭和談為明鄭得以延續20年之關鍵"
"THDL—李率泰題報遷界事宜疏","李率泰","1662-1665","官方檔案文書","臺灣歷史數位圖書館（THDL）","THDL-MQ-1662-LST","http://thdl.ntu.edu.tw/","zh","文字","福建總督李率泰題報清廷遷界令（瀕海居民內遷30–50里）之執行情況，反映清廷以經濟封鎖困鄭之政策","遷界;李率泰;清鄭;經濟封鎖","明鄭時期（1661–1683）","福建沿海;廣東;浙江","–","明清臺灣行政檔案（THDL 文獻集）","–","國立臺灣大學數位人文研究中心（全文數位化）","2026-07-30","UNCLEAR","THDL免登入全文檢索","已收錄 metadata","遷界令為明鄭時期東南沿海最大規模社會變動"
"THDL—吳興祚題報閩省海洋情形疏","吳興祚","1678-1682","官方檔案文書","臺灣歷史數位圖書館（THDL）","THDL-MQ-1678-WXZ","http://thdl.ntu.edu.tw/","zh","文字","福建巡撫吳興祚題報閩省海洋軍事部署、鄭經艦隊動向、沿海防務等，反映清鄭對峙期之日常軍事情報","吳興祚;閩海;軍事;清鄭","明鄭時期（1661–1683）","福建沿海;臺灣海峽","–","明清臺灣行政檔案（THDL 文獻集）","–","國立臺灣大學數位人文研究中心（全文數位化）","2026-07-30","UNCLEAR","THDL免登入全文檢索","已收錄 metadata","清鄭長年軍事對峙之第一手軍情報告"
"中研院史語所內閣大庫明鄭相關檔案","明清內閣","1644-1683","官方檔案文書","中研院歷史語言研究所檔案館","IHP-GK-MZ-01","https://archives.ihp.sinica.edu.tw/","zh;en","文字","中研院史語所藏明清內閣大庫檔案中與臺灣鄭氏相關之題本、奏本、揭帖等，數量可觀但分散未專輯","內閣大庫;明鄭;史語所;明清檔案","明鄭時期（1661–1683）","全臺灣;福建","–","–","中研院歷史語言研究所","中研院史語所（數位化）","2026-07-30","UNCLEAR","檔案館線上目錄查詢；數位影像部分需到館閱覽","僅收錄 metadata","內閣大庫檔案為明清官方最大檔案收藏"
"臺灣府志（蔣毓英本）","蔣毓英（編）","1685","方志與輿圖","國立臺灣圖書館（原件）／臺灣銀行經濟研究室（刊本）","JYY-TW-GAZETTEER-01","–","zh","文字","蔣毓英（首任臺灣知府）編纂之第一部清領臺灣府志，凡10卷，含明鄭舊事、沿革、山川、物產、風俗等","明鄭;方志;臺灣府志;清領初期;蔣毓英","明鄭時期（1683–1685記載）","全臺灣","–","–","–","–","2026-07-30","ARR","已數位化部分可線上查閱","已收錄 metadata","為清治臺灣第一本方志，保留大量明鄭遺事"
"臺灣府志（高拱乾本）","高拱乾（編）","1696","方志與輿圖","國立臺灣圖書館（原件）／臺灣銀行經濟研究室（刊本）","GGQ-TW-GAZETTEER-01","–","zh","文字","高拱乾（分巡臺廈道）編纂之康熙臺灣府志，10卷，為康熙朝最完整之臺灣府志","方志;臺灣府志;清領;高拱乾","明鄭時期（1696記載）","全臺灣","–","臺灣府志（蔣毓英本）","–","–","2026-07-30","ARR","國臺圖TSDL數位典藏","已收錄 metadata","引用率最高之康熙臺灣府志"
"諸羅縣志","周鍾瑄（編）、陳夢林（纂）","1717","方志與輿圖","國立臺灣圖書館（原件）／臺灣銀行經濟研究室（刊本）","ZCC-TW-CCL-01","–","zh","文字","周鍾瑄主修、陳夢林總纂之諸羅縣志，凡12卷，載明鄭時期屯墾、撫番、水利開發等詳情","方志;諸羅;明鄭;屯墾;陳夢林","明鄭時期（1717記載）","諸羅縣（今嘉義、雲林、彰化）","–","–","臺灣銀行經濟研究室（臺灣文獻叢刊第141種）","–","2026-07-30","ARR","臺灣文獻叢刊","已收錄 metadata","明鄭屯墾與中部開發之重要文獻來源"
"臺灣縣志","王禮（編）、陳文達等（纂）","1720","方志與輿圖","國立臺灣圖書館（原件）","TW-CON-GAZETTEER-01","–","zh","文字","王禮主修之臺灣縣志（轄今臺南市區），凡12卷，記明鄭承天府一帶之沿革、古蹟與人物","方志;臺灣縣;承天府;明鄭","明鄭時期（1720記載）","臺灣縣（今臺南市區）","–","–","–","–","2026-07-30","ARR","數位版有限","已收錄 metadata","明鄭政治中心承天府之地方志記載"
"鳳山縣志","陳文達（纂）","1720","方志與輿圖","國立臺灣圖書館（原件）","FS-GAZETTEER-01","–","zh","文字","陳文達纂修之鳳山縣志，凡10卷，記明鄭時期南部屯墾與原住民互動","方志;鳳山;明鄭;屯墾","明鄭時期（1720記載）","鳳山縣（今高雄、屏東）","–","–","–","–","2026-07-30","ARR","數位版有限","已收錄 metadata","南臺灣明鄭屯墾史區域記載"
"明鄭時期臺灣地圖（清繪）","清廷繪圖官","1683-1700","方志與輿圖","國立故宮博物院／美國國會圖書館","QING-MAP-TW-1683","–","zh","地圖","清廷平定臺灣後繪製之臺灣輿圖，標示明鄭時期承天府、安平鎮、北路/南路諸屯墾營盤等地名","古地圖;明鄭;清繪;臺灣輿圖","明鄭時期（1683–1700繪製）","全臺灣","–","–","–","國立故宮博物院（清宮舊藏）","2026-07-30","UNCLEAR","原件藏故宮或海外圖書館，數位版有限","僅收錄 metadata","明鄭屯墾地名之空間證據"
"鄭成功攻臺路線圖（現代編繪）","近現代研究者","1900-2000","方志與輿圖","學術文獻散見","KOXINGA-ROUTE-MAP","–","zh","地圖","近現代學者根據《從征實錄》、《臺灣外記》等文獻編繪之鄭成功1661年登陸與進軍路線圖","鄭成功;攻臺;路線;鹿耳門","明鄭時期（1661–1683）","鹿耳門;大員;赤嵌","–","從征實錄;臺灣外記","–","–","2026-07-30","UNCLEAR","散見各論著","已收錄 metadata","1661年鄭軍由鹿耳門入臺江之內線作戰路線"
"重修福建臺灣府志（劉良璧本）","劉良璧（編）","1741","方志與輿圖","國立臺灣圖書館（原件）","LLB-TW-GAZETTEER-02","–","zh","文字","劉良璧主修之《重修福建臺灣府志》，凡20卷，為乾隆朝最詳備之臺灣府志，其中明鄭沿革記事較康熙府志更為完整","方志;臺灣府志;乾隆;劉良璧","明鄭時期（1741記載）","全臺灣","–","臺灣府志（高拱乾本）","–","–","2026-07-30","ARR","TSDL數位典藏","已收錄 metadata","乾隆朝臺灣府志為明鄭記事最詳者"
"續修臺灣府志（余文儀本）","余文儀（編）","1774","方志與輿圖","國立臺灣圖書館（原件）","YWT-TW-GAZETTEER-03","–","zh","文字","余文儀主修之《續修臺灣府志》，凡26卷，為清代最後一部臺灣府志，保存明鄭時期制度與人物之回顧性記載","方志;臺灣府志;續修;余文儀","明鄭時期（1774記載）","全臺灣","–","重修福建臺灣府志","–","–","2026-07-30","ARR","TSDL數位典藏","已收錄 metadata","清代臺灣府志之集大成者"
"澎湖廳志","林豪（纂）","1893","方志與輿圖","國立臺灣圖書館（原件）","PH-TING-GAZETTEER-01","–","zh","文字","林豪纂修之《澎湖廳志》，凡14卷，載明鄭與清軍澎湖海戰（1683年）、施琅登陸、媽宮城沿革等澎湖相關明鄭史事","方志;澎湖;明鄭;施琅;海戰","明鄭時期（1893記載）","澎湖","–","靖海紀事","–","–","2026-07-30","ARR","TSDL數位典藏","已收錄 metadata","澎湖為1683年明鄭滅亡之決戰地"
"連橫《臺灣通史》（明鄭部分）","連橫","1918-1920","人物傳記與家族史料","國立臺灣圖書館（原件）","LIANHENG-TW-HISTORY-MZ","–","zh","文字","連橫《臺灣通史》36卷中關於明鄭時期之紀、志、傳，為日治時期臺灣人自撰之第一部通史，明鄭部分為全書精華","連橫;臺灣通史;明鄭;鄭成功;鄭氏","明鄭時期（1661–1683）","全臺灣","–","–","臺灣通史（原刊）","–","2026-07-30","PD","著作權已消滅","已收錄 metadata","臺灣人自撰第一部通史之明鄭卷"
"鄭成功傳（明清官修）","明清國史館","1700-1895","人物傳記與家族史料","國立故宮博物院（清宮檔案）","ZHENGSUCCESS-STAT-SHI","–","zh","文字","明清官修史書中鄭成功之傳記，含《清史稿·鄭成功傳》、明鄭相關本紀等","鄭成功;官修;傳記;清史稿","明鄭時期（1661–1683）","全臺灣;福建","–","–","清國史館","–","2026-07-30","UNCLEAR","清宮檔案散見各處","僅收錄 metadata","官方視角的鄭成功傳記"
"明鄭人物合集（沈光文、陳永華、鄭經等）","明清文獻／現代學者","1661-1895","人物傳記與家族史料","THDL／國立臺灣圖書館等","MZ-PEOPLE-COMPENDIUM","–","zh","文字","明鄭時期重要人物（沈光文、陳永華、鄭經、劉國軒、馮錫範、何斌等）之生平史料合集，含人物傳記、奏議、書信等","明鄭;人物;沈光文;陳永華;鄭經","明鄭時期（1661–1683）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","史料散見各書，未有系統性數位合集","僅收錄 metadata","次要人物史料不如鄭成功集中，散佚嚴重"
"沈光文文獻與明鄭文學史料","沈光文（斯庵）","1661-1680","人物傳記與家族史料","中研院臺史所／國立臺灣圖書館","SHENGUANGWEN-WORKS","–","zh","文字","明遺民沈光文隨鄭成功來臺，為臺灣文學鼻祖，其詩文作品為明鄭時期最珍貴的純文學史料","沈光文;明鄭;文學;遺民","明鄭時期（1661–1683）","全臺灣","–","明鄭人物合集","–","–","2026-07-30","UNCLEAR","作品散見；部分收錄於臺灣文獻叢刊","僅收錄 metadata","臺灣文學史起點的關鍵人物"
"陳永華與明鄭文教制度研究","現代學術研究","1900-2020","人物傳記與家族史料","學術研究文獻","CHENYONGHUA-STUDIES","–","zh","文字","陳永華（鄭經時期東寧總制）輔政期間建立孔廟、推行科舉、屯田製糖等文教經濟改革之研究","陳永華;明鄭;文教;孔廟;屯墾","明鄭時期（1661–1683）","全臺灣","–","–","學術論文與專書散見","–","2026-07-30","UNCLEAR","學術文獻散見","僅收錄 metadata","陳永華為明鄭制度建立者，影響深遠"
"明鄭時期現代學術研究選輯","近現代學者（曹永和、翁佳音、陳秋坤等）","1970-2020","人物傳記與家族史料","學術論文與專書","MZ-MODERN-SCHOLAR","–","zh;en","文字","1970年代以來明鄭史重要學術研究選輯，含曹永和、翁佳音、陳秋坤、林偉盛、鄭維中等學者專論","明鄭;學術研究;曹永和;翁佳音","明鄭時期（1661–1683）","全臺灣","–","–","學術期刊與出版社散見","–","2026-07-30","UNCLEAR","學術文獻需購閱","僅收錄 metadata","明鄭史研究之現代學術脈絡"
"郁永河《裨海紀遊》","郁永河","1697","人物傳記與家族史料","國立臺灣圖書館（原件）／臺灣銀行經濟研究室（刊本）","YUYONGHE-BH-01","–","zh","文字","清初郁永河來臺採硫磺之遊記，為清領後最早之臺灣實地踏查紀錄，其中追述明鄭遺事與早期漢人開發情形","郁永河;裨海紀遊;清初;臺灣踏查","明鄭時期（1697記載）","全臺灣（北路為主）","–","–","臺灣銀行經濟研究室（臺灣文獻叢刊第44種）","–","2026-07-30","ARR","臺灣文獻叢刊絕版","已收錄 metadata","清初唯一之臺灣親歷遊記，含明鄭末期見聞"
"黃叔璥《臺海使槎錄》","黃叔璥","1722-1736","人物傳記與家族史料","國立臺灣圖書館（原件）／臺灣銀行經濟研究室（刊本）","HSJ-THSCL-01","–","zh","文字","首任巡臺御史黃叔璥考察全臺之紀錄，凡8卷，含赤嵌筆談、番俗六考等，系統性記載明鄭遺留制度與原住民政","黃叔璥;巡臺;使槎錄;番俗;制度","明鄭時期（1722–1736記載）","全臺灣","–","–","臺灣銀行經濟研究室（臺灣文獻叢刊第4種）","–","2026-07-30","ARR","臺灣文獻叢刊絕版","已收錄 metadata","明鄭制度在清初之延續與變遷"
"陳碧笙《鄭成功歷史研究》","陳碧笙","1980-2000","人物傳記與家族史料","學術專書","CBS-ZHENG-HIST-01","–","zh","文字","陳碧笙（廈門大學）系統性研究鄭成功之學術專著，為中國大陸學界鄭成功研究之代表作","陳碧笙;鄭成功;學術研究;明鄭","明鄭時期（1661–1683）","全臺灣;福建","–","明鄭時期現代學術研究選輯","–","陳碧笙","2026-07-30","ARR","紙本書需購閱","僅收錄 metadata","中國大陸鄭成功研究代表性著作"
"鄭成功畫像（國立臺灣博物館藏）","不明（清代摹本）","1700-1895","照片與影像","國立臺灣博物館","NTM-KOXINGA-PORTRAIT","https://collections.culture.tw/ntm_collectionsweb/","zh","圖檔","國立臺灣博物館藏鄭成功全身官服坐像畫，為最廣為流傳之鄭成功標準肖像，清代摹本","鄭成功;畫像;肖像;清代摹本","明鄭時期（清代摹本）","–","–","–","–","–","2026-07-30","UNCLEAR","藏品系統公開瀏覽","已收錄 metadata","鄭成功最經典之視覺形象"
"延平郡王祠歷史影像","19世紀末–20世紀初攝影師","1870-1945","照片與影像","國家圖書館臺灣記憶／國立臺灣圖書館","YANPING-TEMPLE-PHOTO","https://tm.ncl.edu.tw/","zh","圖檔","延平郡王祠（原開山王廟）之19世紀末至日治時期歷史照片，見證鄭成功崇拜由民間祭祀到官方祠祀之歷程","延平郡王祠;鄭成功;祠祀;歷史照片","明鄭時期（清代–日治修建）","臺南市（延平郡王祠）","–","–","–","國家圖書館（數位化）","2026-07-30","UNCLEAR","臺灣記憶系統公開瀏覽","已收錄 metadata","鄭成功信仰場域之視覺史料"
"明鄭時期文物圖檔（國立臺灣博物館藏品精選）","國立臺灣博物館","2020","照片與影像","國立臺灣博物館","NTM-MZ-ARTIFACTS","https://collections.culture.tw/ntm_collectionsweb/","zh","圖檔","國立臺灣博物館藏品中明鄭時期相關文物（鄭成功印、令牌、兵器、陶瓷器等）之數位圖檔","明鄭;文物;館藏;兵器;陶瓷","明鄭時期（1661–1683）","全臺灣","–","–","國立臺灣博物館","國立臺灣博物館（攝影數位化）","2026-07-30","UNCLEAR","藏品系統公開瀏覽","已收錄 metadata","博物館藏明鄭實物之視覺資料"
"明鄭臺灣（國立臺灣歷史博物館紀錄片）","國立臺灣歷史博物館","2011","照片與影像","國立臺灣歷史博物館","NMTH-MZ-DOC-2011","https://www.nmth.gov.tw/","zh","影音","國立臺灣歷史博物館製作之明鄭時期歷史紀錄片，含學者訪談、CG動畫重現、遺址拍攝","明鄭;鄭成功;紀錄片;歷史;國立臺灣歷史博物館","明鄭時期（1661–1683）","全臺灣","–","–","國立臺灣歷史博物館","–","2026-07-30","UNCLEAR","館方授權播映","僅收錄 metadata","史博館通史型展示之明鄭部分"
"發現臺灣—明鄭時期特展（3D影像與虛擬導覽）","國立臺灣博物館","2018","照片與影像","國立臺灣博物館","NTM-MZ-EXPO-2018","https://www.ntm.gov.tw/","zh","圖檔;影音","國立臺灣博物館2018年「發現臺灣」特展之明鄭時期展區數位影像，含鄭成功文物、熱蘭遮城模型等","明鄭;特展;博物館;鄭成功","明鄭時期（1661–1683）","全臺灣","–","–","國立臺灣博物館","–","2026-07-30","UNCLEAR","展覽已結束，部分數位內容留存","僅收錄 metadata","明鄭文物之展覽紀錄"
"鄭成功文物專題展（國立臺灣歷史博物館）","國立臺灣歷史博物館","2015","照片與影像","國立臺灣歷史博物館","NMTH-MZ-EXPO-2015","https://www.nmth.gov.tw/","zh","圖檔;影音","國立臺灣歷史博物館舉辦之鄭成功文物專題展數位影像，含明代軍械、鄭成功印、鄭氏家族文物等","鄭成功;特展;國立臺灣歷史博物館;文物","明鄭時期（1661–1683）","全臺灣","–","–","國立臺灣歷史博物館","–","2026-07-30","UNCLEAR","展覽已結束，部分內容留存","僅收錄 metadata","史博館專題展之視覺記錄"
"熱蘭遮城明鄭時期考古層","成功大學考古學研究所","2000-2020","考古與物質文化","成功大學考古學研究所","NCKU-ZL-MZ-ARCH","–","zh","文字","熱蘭遮城考古發掘中明鄭時期地層（1662–1683年）出土遺留，含中國明清陶瓷、鄭氏時期錢幣、建築構件等","熱蘭遮城;明鄭;考古;地層;陶瓷","明鄭時期（1661–1683）","大員（臺南安平）","–","熱蘭遮城考古發掘報告（荷西時期第36筆）","–","成功大學考古學研究所","2026-07-30","ARR","發掘報告出版品","僅收錄 metadata","明鄭時期之物質文化直接證據"
"明鄭軍事遺址調查（安平與臺南地區）","臺南市文化局／成功大學","2000-2020","考古與物質文化","臺南市文化局","TNC-MZ-MILITARY-ARCH","–","zh","文字","明鄭時期軍事設施（安平鎮、砲臺、營盤等）之考古調查與地面遺構調查報告","明鄭;軍事;遺址;安平;營盤","明鄭時期（1661–1683）","安平;臺南市","–","–","臺南市文化局","–","2026-07-30","UNCLEAR","調查報告分散，未集中數位化","僅收錄 metadata","明鄭軍事部署之空間證據"
"明鄭時期屯墾遺址與水利設施考古調查","學術研究團隊","2000-2020","考古與物質文化","學術研究文獻","MZ-TUNKEN-ARCH","–","zh","文字","明鄭時期屯墾聚落（林圯埔、斗六門、水沙連等）遺址與水利設施（通埒圳、王田圳等）之考古與田野調查","明鄭;屯墾;水利;遺址;田野調查","明鄭時期（1661–1683）","南投;雲林;彰化;臺南","–","–","–","–","2026-07-30","UNCLEAR","學術報告散見","僅收錄 metadata","明鄭北向屯墾之考古學證據"
"明鄭時期陶瓷出土與貿易陶瓷研究","學術研究團隊","1990-2020","考古與物質文化","學術期刊論文","MZ-CERAMICS-TRADE","–","zh;en","文字","明鄭時期出土陶瓷之類型學與產地分析研究，反映明鄭與中國大陸、日本、東南亞之貿易網絡","陶瓷;貿易;明鄭;考古;外銷瓷","明鄭時期（1661–1683）","全臺灣;東亞","–","–","學術期刊（如《田野考古》）","–","2026-07-30","UNCLEAR","學術論文需購閱","僅收錄 metadata","明鄭貿易之物質證據"
"陳永華墓調查與明鄭墓葬群考古","學術研究團隊","2000-2020","考古與物質文化","學術論文／田野報告","MZ-BURIAL-ARCH","–","zh","文字","陳永華墓（臺南柳營）、鄭氏家族墓葬、明鄭時期將士墓葬群之考古調查與發掘研究","陳永華;墓葬;明鄭;考古;柳營","明鄭時期（1661–1683）","臺南柳營;全臺","–","陳永華與明鄭文教制度研究","–","–","2026-07-30","UNCLEAR","調查報告散見","僅收錄 metadata","明鄭人物墓葬之考古學研究"
"明鄭時期文化層辨識方法與應用","學術研究團隊","2000-2020","考古與物質文化","學術期刊論文","MZ-CULTURAL-LAYER","–","zh;en","文字","考古學中明鄭時期文化層之辨識方法（與荷西層、清初層之區分），含陶瓷類型學、地層學、碳十四定年等","明鄭;考古;文化層;定年;陶瓷","明鄭時期（1661–1683）","全臺灣","–","熱蘭遮城明鄭時期考古層","–","學術期刊","–","2026-07-30","UNCLEAR","學術論文需購閱","僅收錄 metadata","明鄭僅22年，文化層辨識為考古學挑戰"
